PART NUMBER,OEM,DESCRIPTION,SHELF,LEVEL,ROW
3513-00017,N/A,Tank,UG-58,2,D
3820-00149,N/A,Combination Instrument,UG-58,3,E
1311-01348,N/A,Expansion Tank,UG-58,3,E
1311-00570,N/A,Tank,UG-58,3,F
3513-00019,N/A,Tank,UG-58,3,F
1311-00416,N/A,Tank,UG-58,4,G
1311-00715,N/A,Tank,UG-58,4,H
8111-00900,N/A,Louver,UG-59,1,A
8111-00916,N/A,Louver,UG-59,1,B
8111-00196,N/A,Louver,UG-59,2,C
8111-00726,N/A,Louver,UG-59,2,C
8111-00219,N/A,Louver,UG-59,2,D
8111-00197,N/A,Louver,UG-59,3,E
8111-01178,N/A,Louver,UG-59,3,F
8111-00743,N/A,Louver,UG-59,4,G
5940-01546,N/A,Gas Shock,UG-59,4,G
5940-00182,N/A,Gas Shock Rear Compartment Door,UG-59,4,G
5940-06620,N/A,Gas Shock,UG-59,4,H
5940-13466,5940-00148,Gas Shock Baggage Compartment,UG-60,1,A
5940-13464,5940-00138,Gas Shock Baggage Compartment,UG-60,1,A
5940-13463,N/A,Gas Shock Baggage Compartment,UG-60,1,A
5940-13475,N/A,Gas Shock Baggage Compartment,UG-60,1,A
5904-01143,N/A,"Bend Balance Rod, Front",UG-60,1,A
5940-13462,N/A,Gas Shock Baggage Compartment,UG-60,1,A
5940-13474,5940-01882,Gas Shock Baggage Compartment,UG-60,1,B
5940-13077,N/A,Compressible Gas Spring,UG-60,1,B
5940-13078,5940-13466,Gas Shock Compressible,UG-60,1,B
5940-13473,5940-00163,Gas Shock,UG-60,1,B
5940-01419,N/A,Gas Shock Baggage Compartment,UG-60,2,C
7202-00179,N/A,Gas Shock/ Seat Angle Regulator,UG-60,2,C
5940-04103,N/A,Gas Shock Baggage Compartment,UG-60,2,C
5940-13472,5940-00178,Gas Shock Rear Compartment Door,UG-60,2,C
6100-08023,N/A,"Straight Balance Rod, Rotary Arm",UG-60,2,C
5940-06623,N/A,Gas Shock Baggage Compartment,UG-60,2,D
5940-03246,N/A,Gas Shock,UG-60,2,D
5604-00417,N/A,Gas Shock Lid Cover Engine,UG-60,2,D
5940-06632,N/A,Gas Shock Baggage Compartment,UG-60,2,D
1703-00062,N/A,Connecting Rod Assy,UG-60,3,E
5940-13468,N/A,Gas Shock Compartment Door,UG-60,3,F
1703-00540,N/A,Connecting Rod Assy,UG-60,3,F
5940-00136,5940-00132/5940-13468,Gas Shock Baggage Compartment,UG-60,3,F
6100-01943,N/A,Straight Balancing Rod,UG-60,4,G
7202-00039,N/A,Gas Shock Seat,UG-60,4,H
5604-01115,N/A,Gas Shock Rear Compartment Door,UG-60,5,I
5940-00138,5940-00721/5940-13464,Gas Shock Service Lid Cover,UG-60,5,I
5940-00148,5940-13466,Gas Shock Baggage Compartment,UG-60,5,I
5940-13478,5940-00107,Gas Shock Service Lid Cover,UG-60,5,J
7202-00447,N/A,Gas Shock/ Seat Angle Regulator,UG-60,5,J
2931-00755,2931-00412,Air Bag,UG-61,1,"A,D"
2931-00963,2931-00252,Air Bag,UG-61,1,A
2931-00442,2901-00415,Air Bag,UG-61,1,A
1105-00552,N/A,Fuel Filter Element,UG-61,1,B
1012-00573,N/A,Oil Filter,UG-61,2,C
2931-00134,N/A,Air Bag w/ Seat,UG-61,3,E
2931-00116,2931-00207,Air Bag w/ Seat,UG-61,3,F
1105-00441,N/A,Fuel Filter Element,UG-62,1,A
1711-00034,N/A,Oil Filter Element,UG-62,1,A
1314-00285,N/A,Radiator Fan,UG-62,1,A
1117-00286,N/A,Fuel Filter Assy,UG-62,1,B
1012-00137,N/A,Primary Fuel Filter,UG-62,1,B
1711-00030,N/A,Oil Filter Element,UG-62,1,B
1105-00399,N/A,Fuel Filter Element,UG-62,1,B
1105-00033,N/A,Fuel Filter,UG-62,2,C
1012-00507,1012-00504,Oil Filter Element,UG-62,2,D
1105-00436,N/A,Filter Element,UG-62,3,E
1105-00477,N/A,Primary Fuel Filter Element,UG-62,3,E
1105-00710,N/A,Fuel Fine Filter Element,UG-62,3,E
1105-00711,N/A,Primary Fuel Filter Element,UG-62,3,E
1105-00718,N/A,Primary Fuel Filter Element,UG-62,3,E
2931-00179,N/A,Air Bag w/ Base,UG-62,3,F
2931-00147,N/A,Air Bag Set Assy,UG-62,3,F
1012-00146,N/A,Oil Filter Element,UG-63,1,A
1105-00058,N/A,Fuel Filter Element,UG-63,1,A
1105-00125,N/A,Fuel Thick Filter Element,UG-63,1,A
1105-00137,N/A,Fuel Filter Element,UG-63,1,A
1117-00085,N/A,Diesel Fuel Filter Element,UG-63,1,A
1125-00106,1125-00028,Water Filter,UG-63,1,A
1012-00184,N/A,Oil Filter Element,UG-63,1,A
1017-00073,N/A,Oil Filter Element,UG-63,1,B
1125-00007,N/A,Oil Water Separator Filter,UG-63,1,B
1105-00150,N/A,Fuel Filter Element,UG-63,1,B
1117-00048,N/A,Diesel Oil Filter Element,UG-63,1,B
1105-00119,N/A,Fuel Filter Element,UG-63,1,B
1117-00169,N/A,Fuel Filter,UG-63,2,C
1117-00193,N/A,Fuel Filter Element,UG-63,2,C
1012-00140,N/A,Oil Filter,UG-63,2,C
1711-00029,1117-00154,Fine Fuel Filter,UG-63,2,C
1117-00197,1117-00154,Fine Fuel Filter,UG-63,2,C
1105-00006,N/A,Pre Fuel Filter,UG-63,2,D
1105-00254,N/A,Fuel Filter,UG-63,3,E
1133-00017,N/A,Diesel Fuel Filter Element,UG-63,3,E
1105-00163,N/A,Fuel Filter w/ Bracket,UG-63,3,E
1105-00268,N/A,Diesel Fuel Filter Element,UG-63,3,E
1105-00219,N/A,Filter Element,UG-63,3,F
1133-00010,N/A,Water Separating,UG-63,3,F
1012-00509,N/A,Oil Filter Element,UG-63,3,F
4135-00024,N/A,Rear Middle Trim Panel,UG-64,1,A
4104-00037,N/A,Inner Top Lamp,UG-64,1,A
3716-00028,N/A,Compartment Lamp Driver Lamp Assy,UG-64,1,B
3716-00053,N/A,3rd Brake Lamp,UG-64,1,B
4135-00025,N/A,Rear Middle Trim Panel,UG-64,1,B
4135-00029,N/A,Trim Panel Front,UG-64,1,C
4121-00220,N/A,Head Lamp LH,UG-64,1,C
4121-00221,N/A,Head Lamp RH,UG-64,1,C
8170-00007,8114-00001,Evaporator Blower,"UG-64, UG-65","2,/3","E,G,H/G,H,I"
3714-00208,N/A,Head Lamp Assy RH,UG-64,2,"E,F,I"
3714-00207,N/A,Head Lamp Assy LH,UG-64,3,I
4135-00012,N/A,Trim Panel Front Middle,UG-65,1,A
5302-05848,5302-09559,Front Wall Trim,UG-65,1,A
4101-00032,N/A,Head Lamp LH,UG-65,1,B
4101-00033,N/A,Head Lamp RH ,UG-65,1,B
4121-00110,N/A,Left Combined Head Lamp,UG-65,1,C
4121-00209,N/A,Left Combined Head Lamp,UG-65,1,C
4121-00210,N/A,Right Combined Head Lamp,UG-65,1,C
4121-00131,N/A,Right Combined Head Lamp,UG-65,2,D
4121-00111,N/A,Right Combined Head Lamp,UG-65,2,D
8170-00006,"8114-00010,01318",Evaporator Blower,UG-65,2,"E,F"
8114-01208,N/A,Condenser Fan Assy,UG-66,1,A
8114-01322,N/A,Condenser Fan,UG-66,1,A
8103-00986,N/A,Condenser Blower A/C,UG-66,1,A
1314-00513,N/A,Electric Fan Blower,UG-66,1,B
8114-01046,N/A,Condenser Fan,UG-66,1,C
8170-00001,N/A,Condenser Fan,UG-66,1,C
8170-00032,N/A,Condenser Fan,UG-66,1,C
8114-00014,8170-00046,Condenser Fan,UG-66,1,C
8170-00012,8114-00142,Condenser Fan,UG-66,"2,4","D,E,F,J,K,L"
8101-03609,N/A,Defroster Fan,UG-67,1,A
8170-00030,N/A,Evaporator Fan,UG-67,1,B
8114-00483,N/A,Evaporator Blower,UG-67,2,D
8107-01234,N/A,Evaporator Fan ,UG-67,2,E
8114-00110,N/A,Condenser Fan ,UG-67,2,F
8114-00019,N/A,Condenser Fan,UG-67,3,I
8114-00395,N/A,Condenser Fan,UG-67,4,"J,K"
1118-00983,N/A,Cover Supercharger,UH-68,1,A
1118-01653,N/A,"Heat Shield,  Turbocharger",UH-68,1,A
1203-03224,N/A,Cover Front Exhaust Pipe,UH-68,1,B
1203-03225,N/A,Cover Rear Exhaust Pipe,UH-68,1,B
1008-01062,N/A,Cover Rear Exhaust Pipe,UH-68,1,B
1008-00810,N/A,Cover Exhaust Pipe,UH-68,1,C
3524-04804,3524-02769,Retarder Coil,UH-68,2,D
3524-05277,N/A,Retarder Coil ,UH-68,2,D
3524-00670,N/A,Retarder Coil,UH-68,2,E
3524-05198,N/A,Retarder Coil,UH-68,2,E
1011-00019,N/A,Oil Pump,UH-68,2,F
3524-05273,N/A,Retarder Coil,UH-68,2,F
3524-00465,N/A,Retarder Coil,UH-68,3,G
1108-00379,N/A,Floor Accelerator Pedal,UH-68,3,G
3524-00581,N/A,Retarder Coil,UH-68,3,G
3524-02871,N/A,Coil,UH-68,3,H
3523-00010,N/A,Height Valve,UH-68,3,H
3506-05152,N/A,Levelling Valve ,UH-68,3,I
1306-00407,N/A,Thermostat,UH-68,3,I
1306-00340,N/A,Thermostat,UH-68,3,I
1306-00175,1306-00056,Thermostat,UH-68,3,I
3524-04809,N/A,Retarder Coil Assy,UH-68,4,J
3524-05163,N/A,Retarder Coil,UH-68,4,J
6858,N/A,King Pin Set,UH-68,4,K
1703-00200,N/A,Ball Joint Shifting Cable,UH-68,4,K
1307-00362,N/A,Thermostat Assy,UH-68,4,L
1306-00398,N/A,Thermostat ,UH-68,4,L
1703-00507,N/A,Shift Gear Controller,UH-69,1,A
1703-00417,N/A,Shift Gear Control,UH-69,1,A
1604-00966,N/A,Clutch Master,UH-69,1,B
1608-00140,N/A,Clutch Master,UH-69,1,B
2931-08822,N/A,Air Bag,UH-69,1,C
9405-01640,N/A,Fan Belt,UH-69,1,D
9304-00636,N/A,Fan Belt,UH-69,1,D
1604-00460,N/A,Clutch Booster,UH-69,2,E
1604-00455,1604-00213/1604-00868,Clutch Booster,UH-69,2,E
3514-00005,N/A,Foot Brake Valve,UH-69,2,F
1703-00089,N/A,Shift Gear Controller,UH-69,2,G
1604-00655,N/A,Clutch Booster Assy,UH-69,2,G
1007-01166,1007-01974,Rocker Assy,UH-69,2,G
8202-05226,N/A,Under View Mirror Bracket,UH-69,2,G
8202-03893,N/A,Round Mirror,UH-69,2,G
8202-02850,N/A,Mirror Glass,UH-69,2,G
8202-05550,N/A,Under View Mirror,UH-69,2,G
1604-00349,N/A,Clutch Booster Assy,UH-69,2,H
1118-01099,N/A,Turbocharger,UH-69,2,H
1118-01584,N/A,Supercharger Assy,UH-69,2,H
1118-01585,N/A,Supercharger,UH-69,2,H
1005-00513,N/A,Damper Pulley Crankshaft Assy,UH-69,3,I
1005-01683,N/A,Damper Pulley Crankshaft Assy,UH-69,3,I
9405-00185,N/A,Damper Pulley Crankshaft Assy,UH-69,3,I
1765-00039,N/A,Release Bearing,UH-69,3,J
1000-01282,N/A,Belt Pulley,UH-69,3,J
1005-01866,N/A,Crankshaft Belt Pulley,UH-69,3,J
1118-00458,N/A,Turbo Charger,UH-69,3,J
1118-00793,N/A,Turbo Charger,UH-69,3,K
1118-00733,N/A,Turbo Charger,UH-69,3,K
1118-00314,N/A,Turbo Charger,UH-69,3,K
1005-01232,N/A,Damper Pulley Crankshaft Assy,UH-69,4,M
1005-00883,N/A,Damper Pulley Crankshaft Assy,UH-69,4,M
1005-02349,N/A,Damper Pulley Crankshaft Assy,UH-69,4,M
1118-00099,N/A,Turbo Charger,UH-69,4,N
1118-01583,N/A,Turbo Charger,UH-69,4,N
1118-00754,N/A,Turbo Charger,UH-69,4,O
1118-01056,N/A,Turbo Charger,UH-69,4,O
1118-01866,N/A,Super Charger Assy,UH-69,4,O
1118-00254,N/A,Turbo Charger,UH-69,4,P
9405-01617,N/A,Pulley Damper Crankshaft Assy,UH-69,4,P
8202-05600,N/A,Mirror Rear View Assy,UH-70,1,A
4133-00258,N/A,Right Rear Tail Lamp,UH-70,1,B
4133-00257,N/A,Left Rear Tail Lamp,UH-70,1,B
8202-04041,N/A,Rear View Mirror LH,UH-70,1,B
8202-06244,N/A,Rear View Mirror RH,UH-70,1,B
4121-00249,N/A,Head Lamp Right,UH-70,1,C
4121-00248,N/A,Head Lamp Left,UH-70,1,C
4101-00083,N/A,Lamp Combined Head Light Assy,UH-70,1,D
8202-04153,N/A,Main Mirror Tray RH,UH-70,2,E
4123-01086,N/A,Inner Top Lamp,UH-70,2,E
8202-04152,N/A,Main Mirror Tray LH,UH-70,2,E
8202-02814,N/A,Main Mirror Tray,UH-70,2,E
3509-00752,N/A,Air Compressor,UH-70,2,E
8202-07737,N/A,"Blind Mirror Glass Tray, Left",UH-70,2,E
8202-07739,N/A,Main Mirror Glass Assy. Right,UH-70,2,E
8202-07733,N/A,Main Mirror Glass Assy,UH-70,2,E
3509-00560,N/A,Air Compressor,UH-70,2,E
8202-07497,N/A,Rear View Mirror Lens,UH-70,2,E
8202-02815,N/A,Main Mirror,UH-70,2,F
8202-03924,N/A,Main Mirror LH,UH-70,2,F
8202-03925,N/A,Main Mirror RH,UH-70,2,F
8202-05474,N/A,Main Mirror,UH-70,2,F
8202-02401,N/A,Main Mirror,UH-70,2,G
8202-03757,N/A,Main Glass Rear Case Cover ,UH-70,2,G
8202-03758,N/A,Main Glass Rear Case Cover ,UH-70,2,G
8202-00282,N/A,Main Mirror Head,UH-70,2,G
8202-02494,N/A,Main Mirror Rear Cover Case,UH-70,2,G
8202-01059,N/A,Main Mirror Head,UH-70,2,H
8202-01824,N/A,Manual Rearview Mirror ,UH-70,2,H
3701-01515,N/A,Generator,UH-70,3,I
7205-00637,7205-13388,Seat Pull Handle Left,UH-70,3,I
8111-00464,N/A,Interior Decoration Parts,UH-70,3,J
3701-01144,N/A,Generator,UH-70,3,J
8201-00116,N/A,Lens,UH-70,3,J
8111-00195,N/A,Louver,UH-70,3,K
8202-04220,N/A,Mirror Lens Assy,UH-70,3,L
8201-00055,N/A,Inside View Mirror,UH-70,3,L
3509-00762,N/A,Air Compressor Assy,UH-70,4,M
5604-00516,N/A,Compartment Door Lock,UH-70,4,M
7205-00638,7205-13389,Seat Pull Handle Right,UH-70,4,M
7206-04283,N/A,Passenger Seat Rear Cover Row,UH-70,4,N
3701-01353,N/A,Generator,UH-70,4,N
3701-00262,N/A,Generator,UH-70,4,N
7206-04364,N/A,Driver Seat PVC,UH-70,4,N
7206-04365,N/A,Cover Seat Conductor PVC,UH-70,4,N
7206-04282,N/A,Passenger Seat Cover,UH-70,4,N
8202-05716,N/A,Mirror Rear View Assy RH,UH-70,4,O
8202-05715,N/A,Mirror Rear View Assy LH,UH-70,4,O
3509-00365,N/A,Air Compressor,UH-70,4,O
3509-01341,N/A,Air Compressor,UH-70,4,O
3509-01278,N/A,Air Compressor,UH-70,4,O
7203-00023,N/A,Seat Plastic Base,UH-70,4,P
5703-00147,5703-00778,Roof Hatch Assy,UH-71,1,A
4133-00139,N/A,Left Rear Tail Lamp,UH-71,1,B
4133-00140,N/A,Right Rear Tail Lamp,UH-71,1,B
5703-01577,N/A,Roof Hatch Assy. ,UH-71,1,C
4133-00190,N/A,"Rear Tail Lamp, Left",UH-71,1,C
4133-00191,N/A,"Rear Tail Lamp, Right",UH-71,1,C
4121-00423,N/A,Head Lamp Right,UH-71,1,C
4121-00422,N/A,Head Lamp Left,UH-71,1,C
3554-00071,N/A,Rear Slack Adjuster Assy,UH-71,2,E
3554-00064,N/A,Front Slack Adjuster Assy,UH-71,2,E
3554-00233,N/A,Rear Slack Adjuster Assy,UH-71,2,E
3502-00609,N/A,Rear Slack Adjuster RH,UH-71,2,E
3502-00608,N/A,Rear Slack Adjuster LH,UH-71,2,E
3554-00429,N/A,Rear Slack Adjuster Assy,UH-71,2,E
3502-00649,N/A,Rear Slack Adjuster Assy,UH-71,2,E
3502-00650,N/A,Rear Slack Adjuster Assy,UH-71,2,E
3554-00293,N/A,Rear Slack Adjuster Assy,UH-71,2,E
3554-00313,N/A,Front Slack Adjuster Assy,UH-71,2,F
3554-00225,N/A,Front Slack Adjuster Assy,UH-71,2,F
2400-00198,N/A,Rear Slack Adjuster Assy,UH-71,2,F
2400-00199,N/A,Rear Slack Adjuster Assy,UH-71,2,F
3502-00489,N/A,Rear Slack Adjuster Assy,UH-71,2,F
3554-00437,3554-00441,Front Slack Adjsuter Assy,UH-71,2,F
3502-00789,N/A,Rear Slack Adjuster Assy,UH-71,2,F
3551-00045,N/A,Rear Slack Adjuster,UH-71,2,G
3554-00612,N/A,Slack Adjuster LH,UH-71,2,G
3554-00613,N/A,Slack Adjuster RH,UH-71,2,G
3554-00619,N/A,Rear Slack Adjuster,UH-71,2,G
3554-00618,N/A,Rear Slack Adjuster,UH-71,2,G
3554-00490,N/A,Slack Adjuster Right,UH-71,2,G
3554-00489,N/A,Slack Adjuster Left,UH-71,2,G
4101-00084,N/A,Lamp Combined Head Light Assy,UH-71,2,H
4121-00317,N/A,Head Lamp Right,UH-71,2,H
4121-00316,N/A,Head Lamp Left,UH-71,2,H
3000-00005,N/A,Front Slack Adjuster Assy,UH-71,3,I
3554-00247,N/A,Rear Slack Adjuster Assy LH/RH,UH-71,3,I
3502-00653,N/A,Rear Slack Adjuster Assy,UH-71,3,J
3554-00345,3554-00224,Front Slack Adjuster Assy,UH-71,3,J
3554-00346,3554-00223,Front Slack Adjuster Assy,UH-71,3,J
3501-00730,N/A,Front Slack Adjuster Assy,UH-71,3,J
3554-00060,N/A,Front Slack Adjuster Assy,UH-71,3,J
3554-00436,N/A,Front Slack Adjuster Assy,UH-71,3,J
3554-00232,N/A,Rear Slack Adjuster Assy,UH-71,3,J
3554-00474,N/A,Rear Slack Adjuster,UH-71,3,K
3554-00475,N/A,Front Slack Adjuster ,UH-71,3,K
3554-00556,N/A,Rear Slack Adjuster Assy LH,UH-71,3,K
3554-00558,N/A,Rear Slack Adjuster Assy RH,UH-71,3,K
3551-00046,N/A, Front Left Adjuster,UH-71,3,K
3551-00047,N/A, Front Right Adjuster,UH-71,3,K
3514-00058,N/A,Foot Brake Valve,UH-71,3,L
3000-00006,N/A,Brake Aduster Right,UH-71,4,M
2400-00021,N/A,Brake Adjuster ,UH-71,4,M
3502-00488,N/A,Rear Slack Adjuster Assy,UH-71,4,N
3554-00294,N/A,Rear Slack Adjuster Assy,UH-71,4,N
3501-00729,N/A,Front Slack Adjuster Assy,UH-71,4,N
3554-00314,N/A,Front Slack Adjuster Assy,UH-71,4,N
3502-00654,N/A,Rear Slack Adjuster Assy,UH-71,4,N
3506-04518,N/A,Leveling Valve,UH-71,4,O
3509-01346,N/A,Air Compressor Assy,UH-71,4,O
3701-02501,N/A,Alternator,UH-71,4,O
3554-00445,2400-00021,Rear Slack Adjuster Assy,UH-71,4,O
3506-00170,N/A,Leveling Valve,UH-71,4,P
5703-00788,5703-00220/00481,Roof Hatch,UH-72,1,A
5703-00781,5703-00652,Roof Hatch,UH-72,1,A
5703-00915,N/A,Roof Hatch Assy,UH-72,1,A
5703-01584,N/A,Roof Hatch,UH-72,1,B
5703-01782,N/A,Roof Hatch,UH-72,1,C
1308-00241,N/A,Fan Blade,UH-72,1,C
1308-00017,N/A,Fan Assy,UH-72,1,C
5703-01576,N/A,Roof Hatch,UH-72,1,C
6108-01903,N/A,Pneumatic Door Pump,UH-72,1,D
5703-00088,N/A,Roof Hatch Assy,UH-72,2,E
5703-00778,5703-00147,Roof Hatch Assy,UH-72,2,E
3701-02505,N/A,Generator,UH-72,2,E
1307-01002,N/A,Water Pump,UH-72,2,F
3701-03124,N/A,Generator,UH-72,2,F
9302-55718,3711-00006,Multi Function Switch,UH-72,2,G
3774-00023,N/A,Multi Function Switch,UH-72,2,G
3774-00001,N/A,Multi Function Switch,UH-72,2,G
3701-00303,N/A,Capacitor Box,UH-72,2,G
1705-00001,N/A,Starter,UH-72,2,G
3708-00510,N/A,Starter,UH-72,2,G
1608-00104,1608-00035,Clutch Master Cylinder Assy,UH-72,2,H
3711-00046,N/A,Multi Function Switch,UH-72,2,H
3784-01047,3784-01598,USB Charging Module,UH-72,3,I
5703-00652,N/A,Roof Hatch Assy. ,UH-72,3,J
3631-00011,N/A,Relay Box,UH-72,3,K
1604-00481,N/A,Clutch Master Cylinder,UH-72,3,L
1604-00509,N/A,Clutch Slave Cylinder,UH-72,3,L
3631-00052,N/A,Retarder Speed Switch,UH-72,3,L
5205-00603,N/A,Wiper Motor,UH-72,4,M
5205-00680,N/A,Wiper Motor,UH-72,4,M
5205-00518,N/A,Wiper Motor,UH-72,4,N
5205-00990,N/A,Wiper Motor,UH-72,4,N
5205-01003,N/A,Wiper Motor,UH-72,4,N
3741-00034,N/A,Wiper Motor,UH-72,4,N
5205-01419,N/A,Wiper Motor,UH-72,4,N
3741-00039,N/A,Wiper Motor Assy.,UH-72,4,N
5205-01572,N/A,Wiper Motor,UH-72,4,N
1011-00132,N/A,Oil Pump,UH-72,4,O
1025-00436,N/A,Oil Pump,UH-72,4,O
3701-02049,N/A,Alternator Assy,UH-72,4,O
3701-01485,N/A,Generator,UH-72,4,O
3527-00023,N/A,Relay Valve,UH-72,4,P
3518-00020,N/A,Relay Valve,UH-72,4,P
3515-00010,3515-00042/00009,Four Way Valve,UH-72,4,P
3527-00072,3527-000007/00027,Relay Valve Assy,UH-72,4,P
3402-00093,N/A,Steering Wheel Assy,UH-73,1,A
3402-00331,N/A,Steering Wheel Assy,UH-73,1,A
3402-00293,N/A,Steering Wheel Assy,UH-73,1,A
1308-00189,N/A,Fan Blade,UH-73,1,C
1308-00613,N/A,Fan,UH-73,1,D
6108-01349,N/A,Outward Swing Door Cylinder,UH-73,1,D
6108-01629,N/A,Pneumatic Outward-swing Door Pump ,UH-73,1,D
3784-01130,N/A,USB Charger Module,UH-73,2,E
3701-01623,N/A,Alternator,UH-73,2,E
1308-00233,N/A,Fan Clutch,UH-73,2,F
1308-00310,N/A,Fan Clutch,UH-73,2,G
1308-00104,N/A,Fan Blade,UH-73,2,G
4116-00041A,N/A,Front Fog Lamp,UH-73,2,H
7206-00581,N/A,Sundries Bag,UH-73,3,I
3708-00200,N/A,Starter Motor,UH-73,3,I
3701-01089,N/A,Alternator,UH-73,3,K
4116-00040A,N/A,Front Fog Lamp,UH-73,3,L
3102-01064,N/A,Half Stainless Rear Wheel Guard,UH-73,4,M
3701-00180,N/A,Alternator,UH-73,4,N
3701-00194,N/A,Alternator,UH-73,4,N
3701-00847,N/A,Alternator,UH-73,4,N
3701-00781,N/A,Alternator Assy,UH-73,4,O
3701-00613,N/A,Alternator Assy,UH-73,4,O
3701-00174,N/A,Alternator ,UH-73,4,O
3701-00005,N/A,Alternator,"UH-73,UC-17","4,1","O,A"
3701-01023,N/A,Alternator,UH-73,4,O
3701-00421,N/A,Alternator Motor Assy,UH-73,4,O
3701-00267,N/A,Alternator ,UH-73/UC-17,"4,1","O,A"
6108-01031,N/A,Outward Swing Door Pump,UH-73,4,P
6108-00641,N/A,Outward Swing Door Pump,UH-73,4,P
3102-03583,N/A,Wheel House Mask Front,UI-74,1,A
3102-03584,N/A,Wheel House Mask Rear ,UI-74,1,B
3519-01066,N/A,Brake Chamber Front Left,UI-74,1,C
3519-01067,N/A,Brake Chamber Front Right,UI-74,1,C
3519-00299,N/A,Front Right Brake Chamber,UI-74,2,F
3519-00300,N/A,Dryer Filter Element,UI-74,2,F
3530-00245,N/A,Rear Brake Chamber Assy,UI-74,2,G
3530-00244,N/A,Rear Brake Chamber Assy,UI-74,2,G
3701-02268,N/A,Alternator Assy,UI-74,2,G
3716-00183,N/A,Luggage Compartment Lamp,UI-74,2,G
3530-00249,N/A,Rear Brake Chamber Assy RH,UI-74,2,H
3519-00818,N/A,Front Brake Chamber Assy,UI-74,2,H
3519-00377,N/A,Front Brake Chamber Assy,UI-74,2,H
3530-00248,N/A,Rear Brake Chamber Assy LH,UI-74,2,H
3519-00373,N/A,Rear Brake Chamber Assy RH,UI-74,3,I
3519-00443,N/A,Front Left Brake Chamber Assy,UI-74,3,J
3530-00039,N/A,Rear Brake Chamber Assy,UI-74,3,K
3519-00046,N/A,Rear Brake Chamber Assy,UI-74,3,K
3530-00088,N/A,Rear Brake Chamber Assy RH,UI-74,4,M
3530-00087,N/A,Rear Brake Chamber Assy LH,UI-74,4,M
3519-00444,N/A,Front Brake Chamber Assy RH,UI-74,4,N
3519-00047,N/A,Rear Brake Chamber Assy LH,UI-74,4,N
3530-00038,N/A,Rear Brake Chamber Assy LH,UI-74,4,O
3519-00372,N/A,Rear Brake Chamber Assy LH,UI-74,4,P
4121-00489,N/A,Head Lamp Right,UI-75,1,D
4121-00461,N/A,Head Lamp Right,UI-75,1,D
4121-00490,N/A,Head Lamp Left,UI-75,1,D
4121-00460,N/A,Head Lamp Left,UI-75,1,D
4133-00078,N/A,Right Rear Tail Lamp,UI-75,2,E
4133-00077,N/A,Left Rear Tail Lamp,UI-75,2,F
4121-00161,N/A,Right Head Lamp Assy,UI-75,3,I
4121-00160,N/A,Left Head Lamp,UI-75,3,J
4121-00113,N/A,Front Lamp,UI-75,3,K
4121-00112,N/A,Front Lamp,UI-75,3,L
4101-00076,N/A,Lamp Combined Head Light Assy LH,UI-76,1,A
4101-00077,N/A,Lamp Combined Head Light Assy RH,UI-76,1,A
5205-00971,N/A,"Syringe Assy, Wiper Washer",UI-76,1,A
3714-00242,N/A,Right Head Lamp,UI-76,2,E
4133-00035A,N/A,Left Rear Tail Lamp,UI-76,2,F
4133-00036A,N/A,Right Rear Tail Lamp,UI-76,2,G
4123-00188,N/A,Room Light Lamp,UI-76,2,H
3714-00241,N/A,Left Head Lamp,UI-76,3,I
5207-00281,5207-00015,"Syringe Assy, Wiper",UI-77,1,A
5207-00215,5207-00191,"Syringe Assy, Wiper",UI-77,1,A
5207-00191,5207-00215,"Syringe Assy, Wiper ( Expensive)",UI-77,1,A
5207-00283,N/A,Syringe Assy Wiper,UI-77,1,B
5207-00311,5207-00280,Syringe Assy Wiper,UI-77,1,B
5205-00690,N/A,Wiper Blade,UI-77,1,C
5205-00519,N/A,Wiper Blade,UI-77,1,C
5205-00635,N/A,Wiper Blade,UI-77,1,C
5205-01072,N/A,Wiper Blade,UI-77,1,C
5205-01418,N/A,Wiper Linkage,UI-77,1,D
5205-01860,N/A,Wiper Linkage Rod,UI-77,1,D
5205-02306,N/A,Wiper Arm Right,UI-77,1,D
5205-02305,N/A,Wiper Arm Left,UI-77,1,D
5205-01848,N/A,Wiper Blade,UI-77,1,D
5205-01200,N/A,Wiper Linkage Rod,UI-77,2,E
5205-01873,N/A,Wiper Arm LH,UI-77,2,E
5205-01865,N/A,Wiper Linkage Rod Assy,UI-77,2,E
5205-01876,N/A,Wiper Arm RH,UI-77,2,E
5205-00752,N/A,Wiper Linkage Rod,UI-77,2,E
5205-01870,5205-00769,Wiper Blade,UI-77,2,F
5205-01157,N/A,Wiper Blade,UI-77,2,F
5205-01560,N/A,Wiper Arm Assy,UI-77,2,F
5205-01323,N/A,Wiper Arm,UI-77,2,F
5205-01324,N/A,Wiper Arm Assy,UI-77,2,F
5205-01002,N/A,Wiper Arm LH,UI-77,2,G
5205-02113,N/A,Wiper Blade,UI-77,2,G
5205-01886,N/A,Wiper Arm,UI-77,2,G
5205-01559,N/A,Wiper Arm,UI-77,2,G
5205-00970,N/A,Wiper Arm RH,UI-77,2,G
5205-00712,N/A,Auxiliary Wiper Arm,UI-77,2,H
5205-01199,N/A,Wiper Arm RH,UI-77,2,H
5205-01198,N/A,Wiper Arm LH,UI-77,2,H
5205-01339,N/A,Wiper Arm LH,UI-77,2,H
5205-01318,N/A,Wiper Arm RH,UI-77,3,I
